location_from,location_to,hour_of_day,traffic_volume,temperature,rainfall,visibility,accident_severity
City Center,Suburb,20,15,16.85749379200124,5.990515714181999,11.04148909279639,0
Rural Route,City Center,19,16,29.226181605535483,3.929697048243627,12.445047749461963,0
Suburb,Rural Route,15,46,17.622472619445542,0.3381759691657572,9.445057782422982,0
Suburb,Suburb,7,62,31.78237334418594,0.3784335632182846,4.221960799478166,1
Highway,Highway,3,27,16.239311922218814,1.4366784010677225,7.194151037714395,1
City Center,Suburb,9,96,19.2133476713746,2.9645657478472462,12.04072879648637,0
Rural Route,Rural Route,11,47,29.50150030210835,0.4945634329259947,11.004141131251236,0
Highway,Suburb,13,68,26.033909931799872,0.1258193652248367,14.987304815000925,1
Rural Route,City Center,15,10,10.747725625209467,1.5772655684637809,10.379809547334709,0
Rural Route,Highway,21,77,24.340516364110975,2.352696559381726,7.321587171462937,0
Highway,Highway,17,53,21.674481106643086,0.5603949475902156,9.922526172984771,1
Highway,Highway,20,56,10.882665723633394,2.69236184505712,12.993482822776826,0
Highway,Rural Route,21,44,6.095230065594105,6.017383165452814,4.728713692091226,2
Highway,Rural Route,20,96,0.6861633505731213,0.2948537039466273,11.036943811660244,1
Highway,Highway,11,69,17.055759151694538,1.4309044590657578,6.218518669842182,0
Rural Route,Suburb,17,99,19.4599339725247,0.11704281544358777,10.488139764375394,1
Highway,Highway,6,61,25.045780561876573,0.46300933453475174,12.179331799537593,1
City Center,Suburb,19,17,28.20478619583097,0.18822437298427389,11.655621115558743,0
Suburb,Suburb,23,89,15.861411568906453,1.035051449058415,14.021165571141541,1
Highway,Rural Route,22,50,19.16928652959133,3.4388603916473857,10.752191989439655,1
Highway,Suburb,6,12,12.4127767901397,1.7213830823349587,11.540746231116898,0
Rural Route,Highway,8,78,20.87238420806157,0.5035615124151418,11.645661887777987,1
Highway,Rural Route,0,93,29.68508681638278,0.0818745171085538,7.090826193974547,1
Highway,City Center,5,23,21.011428414458152,1.6121757971566344,9.61756378838907,0
Highway,City Center,5,35,31.633254000085316,0.28496372047910307,2.623034937971581,1
Rural Route,Rural Route,21,79,29.51781660323624,0.8393330268883458,11.130642455112858,0
Highway,Highway,11,67,34.5769783531325,1.4274846600052224,1.7452608280357929,1
Suburb,City Center,21,49,21.292324320270765,4.681249749715306,12.547287583322097,0
Rural Route,City Center,11,60,14.675698251425276,0.17073090545369338,14.95993470741681,0
Suburb,Suburb,9,14,26.212335227559567,2.208904167857442,11.49618032884536,0
Rural Route,Suburb,22,86,16.270970031484904,0.028362734875914796,11.959228781011381,1
Highway,Highway,5,41,25.898516393246425,1.9880102961976833,13.61461597659515,0
Suburb,Rural Route,16,89,13.371966931163591,1.6038380801724306,8.69550299374812,0
Rural Route,Highway,18,10,11.715941480357957,3.3412082001986696,6.182517335039789,0
City Center,Rural Route,17,86,32.164459834974835,1.5171320623694549,9.742037919538426,0
Highway,City Center,5,63,9.87425569185679,0.8696331568426818,7.711225443350649,1
Rural Route,Suburb,23,20,30.22247778776032,0.5561259594469803,10.230286076044546,0
City Center,Highway,18,62,25.860309701594453,0.1782083856006993,10.764214189052504,1
Rural Route,Highway,9,17,20.94297567558768,1.5297705232197896,8.565345993339072,0
City Center,Rural Route,23,34,1.0735514756537015,4.3842697832525435,7.858843103877861,1
Highway,Rural Route,7,49,34.85659121847438,1.4461594203551735,3.537605218240091,1
Suburb,Highway,20,41,10.651603314275885,2.687258078481825,9.493552487253341,0
City Center,Rural Route,23,97,29.53153621879175,0.7088832741594157,8.689458868429247,0
Rural Route,Highway,5,37,13.090591984561064,1.1888886515998194,8.902185008355199,0
Highway,Highway,20,87,12.288367872815167,0.7849098281541096,12.194906534673848,0
City Center,Highway,6,12,26.686161119129306,0.23141912412705726,15.895826177245096,0
Rural Route,City Center,23,93,25.384650367777315,1.0790970888478426,8.929361832726352,1
Rural Route,Rural Route,0,88,8.549024528063079,2.8902825985216607,11.15815986752287,1
Rural Route,Suburb,17,71,34.367591205377934,1.0049709974763126,10.762117199387284,0
City Center,Suburb,23,36,17.939543346239265,2.1006686382574373,13.403949593291813,0
City Center,Rural Route,19,54,20.689286670393596,2.842728230177395,7.264666077476149,0
City Center,Highway,11,34,17.029223760337203,0.7793889237750677,7.1761249883881515,0
Suburb,Suburb,15,70,8.972360889724502,3.194174588613452,7.52566462189342,0
City Center,Suburb,9,53,27.35224461435071,0.8277781313421482,3.1974731602089186,1
City Center,Rural Route,9,55,22.895506950282055,0.5917163059435561,9.861985226224755,0
City Center,Suburb,13,23,11.949151555541906,0.5032047994353395,6.84205393003178,0
Suburb,Highway,19,17,29.441333299432593,0.4460474812956868,10.753533076914291,0
City Center,Rural Route,9,57,20.54836941254006,2.6721462357295356,2.8227637166415303,1
Rural Route,Highway,9,23,20.763770166100695,4.369768762464231,9.828972599572596,0
City Center,Suburb,10,74,37.76518691091141,0.5244145864579931,9.231488354113264,0
Rural Route,Suburb,22,89,3.9200020848303474,0.17818773747934777,8.365112124771263,1
Rural Route,Highway,1,91,3.7879609042904896,0.7530760484506208,12.994614944158725,2
Rural Route,City Center,19,16,6.039949341595605,2.1449959436524235,7.586173542276033,0
Suburb,Suburb,7,88,23.63633233161532,0.9193783087321279,10.91119486500198,0
Suburb,City Center,22,97,16.409564169997225,1.5933589112092403,8.104507930312163,1
Suburb,Suburb,6,58,17.20453547606081,2.727539633600047,14.97712306930675,0
City Center,City Center,7,64,10.575835883833475,1.0501146012530085,9.589121155880925,0
Rural Route,City Center,0,22,36.652512738216984,16.1892921056222,12.027423927028526,1
Suburb,City Center,20,82,40.01017970072886,0.7074991974030236,11.829074542430938,0
Suburb,Highway,1,65,28.989045627815372,7.656131496693336,13.43688632851457,2
City Center,City Center,17,65,4.927143271555714,0.45387564401047953,10.438249777347846,0
Suburb,City Center,14,24,15.131031425107754,0.235162534370673,6.047617317438986,0
City Center,City Center,0,66,28.274611346197165,2.7792447865159824,11.328945188520553,0
Highway,Suburb,4,67,19.54170652238619,2.4234028980230655,10.831415934296881,1
Suburb,City Center,1,44,29.022204455675816,3.333809365483424,0.8914656791217936,1
Highway,Suburb,19,97,32.478153725783294,0.8419406555079899,4.98422867981321,2
City Center,City Center,2,25,39.07195726692202,5.341730054575159,12.117824049255736,1
Rural Route,City Center,18,17,13.451348413439735,0.2544885182619597,14.261183484384038,0
Suburb,Highway,17,96,20.81284947031634,0.06148983954392994,9.751900740621215,1
City Center,Suburb,21,54,15.592366882022347,0.7149616374571413,12.427695860762697,0
Rural Route,City Center,17,49,-0.007822399633987231,3.1922978410492058,10.327479820731815,0
Rural Route,Suburb,13,63,27.015877310571998,2.235482006703553,10.10922221992081,1
Highway,Suburb,23,23,25.634418012514097,1.1461424906742865,9.570463690311543,1
City Center,Rural Route,7,68,14.531738468946545,0.5921103631101196,10.242167455612135,0
Rural Route,Highway,11,62,4.019445080711048,0.12220414343695496,11.165217002190454,1
Suburb,Highway,20,36,16.158767409904996,0.8234862829105649,8.794853850250949,0
Suburb,Highway,9,56,27.31126655011113,1.2324454940942158,13.740099475048298,1
Highway,Rural Route,22,89,33.37332880114424,2.323256502628407,6.9993843247450975,1
Rural Route,Rural Route,19,15,12.874213371326725,2.076758291342394,15.103434295577996,0
City Center,Highway,16,64,31.07696352657561,5.8879844693546035,9.353525419755377,1
Suburb,Rural Route,10,53,26.22470916188746,0.21160104501075463,9.843896708124865,0
Rural Route,Rural Route,1,27,24.13234080784668,0.8199709879873687,8.11699857601279,0
Rural Route,Rural Route,3,25,7.064478542567887,1.3139317092470775,11.228266634633444,0
Highway,Highway,0,21,7.4990452342679355,2.2215466333803326,8.870021284572482,0
Suburb,Highway,14,29,11.692140368995885,1.3681833769068157,8.573724310852029,0
Suburb,Highway,12,54,16.736124820400278,4.878144142620998,11.838913365908622,0
City Center,Rural Route,7,73,38.00746069236119,1.8764201582434197,13.483533103178923,0
Suburb,Highway,3,68,13.377648995994637,0.08094704734324741,6.873683272735414,2
City Center,Rural Route,9,99,27.712514142512116,0.2413002139593003,12.476734739780714,0
Suburb,City Center,18,31,15.35236761884663,2.800750558994877,13.743675011264015,0
Highway,Rural Route,17,56,24.727073128693455,2.5160675440387865,4.705021101560233,2
Suburb,Suburb,4,38,19.37018834212161,0.3332830711345265,7.461778090543581,0
City Center,Highway,18,95,21.770231289937833,0.12143015657953692,13.671494664003705,1
City Center,Highway,22,54,23.696147959000164,1.728904985331393,11.119466801695193,1
Highway,Suburb,21,86,17.50542694629885,2.01976834837884,15.127872012053341,0
Suburb,Rural Route,15,18,23.744640406971588,0.2907444676202893,9.468071335385098,0
Suburb,City Center,0,33,32.339158285866745,1.283461207499068,8.421905617633442,0
Highway,Suburb,11,24,12.458845846426911,0.7300811890069953,14.084088456113847,0
Suburb,Suburb,23,45,31.858658229325613,5.356176522502552,7.493158747811925,1
Suburb,Rural Route,1,22,17.347969943596908,0.4948719841533666,9.267809045866553,0
City Center,Highway,20,53,16.290076993953758,2.6429671983611662,11.678450437908989,0
Suburb,Rural Route,7,80,26.995593613610737,1.4601780640965034,11.975391154026745,0
Suburb,Suburb,17,81,16.588408168917713,0.0231757861457986,7.6070422598582095,0
Highway,Suburb,15,87,23.191692505649165,1.4554713840533136,10.782052709462642,1
Highway,Highway,4,85,22.25747907611325,0.20954837498468395,9.127289623289117,2
Rural Route,Highway,21,45,-0.8348718528210313,2.1521104215674804,4.95181946529962,2
City Center,Highway,12,70,24.175850821034317,1.6672269816430931,8.61676007693083,0
Suburb,Rural Route,18,90,5.588982986675282,0.02096394351192294,5.097134860015004,1
Suburb,Highway,2,49,6.351184252342499,0.4580537221389508,8.02162317035516,1
Rural Route,Suburb,7,36,23.664637455624767,2.994228864996612,6.395205664505106,0
Suburb,Suburb,11,10,25.365897673162806,0.6452997345240719,12.321474710063956,0
City Center,City Center,1,43,32.05049456838907,1.3834300178672043,10.901091828446766,0
Rural Route,Rural Route,10,77,9.106324124357446,0.7479288542213629,14.615865622078609,0
City Center,City Center,11,97,12.587209957242656,5.089997664887919,7.234704718597207,1
Rural Route,Suburb,17,30,24.643657938443564,1.5382301468866442,10.369827150148677,0
Rural Route,City Center,12,42,32.24277459355732,2.3825970261625558,6.691079784622836,0
Highway,Suburb,4,16,21.921747920631784,0.1743342793973479,8.105253934427163,1
City Center,City Center,21,74,11.220010507620287,0.08234408558657434,8.801599931697027,0
Suburb,Highway,11,12,35.06417023581151,0.6001253133405638,15.920942359054,0
Suburb,City Center,1,60,17.376334697689174,0.7396196377946227,11.091670457531672,0
City Center,Highway,4,88,17.687993747360945,2.3274574170653484,9.616711636291999,1
Suburb,Highway,6,63,5.641526107915967,1.6839000504895965,13.237029026087555,1
Suburb,Rural Route,23,89,27.240876749465418,0.9386624529102906,12.018985652198495,1
City Center,Highway,11,83,28.52605589380589,2.1233122224637544,9.831751040723416,1
Rural Route,Highway,15,68,12.941689866098551,0.3572147195498029,12.025581937919366,1
City Center,City Center,22,15,37.51207059055665,0.1311895064467176,9.082724243806163,0
Rural Route,Suburb,7,38,14.128716127776546,3.8552283834671583,18.95691943310594,0
Suburb,Rural Route,8,26,26.25254478796062,1.6599789684991069,13.66003847099319,0
Suburb,Highway,14,69,22.236492052922095,2.094481054451659,8.780221961893709,1
Suburb,Rural Route,4,31,-0.25556194960524437,0.7341498181732734,12.277727452723354,0
Highway,City Center,12,33,25.439034835448332,0.9302867834766455,11.64667144634701,0
Rural Route,Highway,4,90,24.54124646170255,0.17191647544115735,10.8493289102276,1
Highway,City Center,10,94,2.336173360552195,3.8896560986977016,11.544356110648838,1
Highway,Rural Route,9,60,35.253332736995425,1.7951315371521728,7.562692972392118,0
City Center,City Center,19,59,24.581884298614447,0.1746650313090424,8.694826690981259,0
Highway,Rural Route,12,20,32.394011334213005,3.2646926325252346,14.97607439207767,0
City Center,City Center,8,65,2.8389278722887425,1.174389010787454,10.61205669638163,0
City Center,Rural Route,20,80,15.895677037176679,2.8972022703679885,7.899248486425238,0
Highway,Suburb,13,51,31.806025060015,0.025400337809420047,9.579455233618086,1
Rural Route,City Center,17,48,4.317086440357949,0.05832153869686768,8.397464441397116,0
Rural Route,City Center,14,78,16.18889845146006,0.37454669447067457,12.693178935427358,0
Rural Route,Suburb,9,57,24.065015725605935,0.473766409435615,8.317483788248683,0
Rural Route,Suburb,23,66,1.0541967024123196,2.8874701216363006,10.132403346594623,0
Rural Route,City Center,6,30,6.7861024333589715,2.4530788110752577,8.012443953611939,0
Highway,Suburb,7,91,33.820842349975806,1.9146844592577144,16.623723903958386,0
Highway,Highway,2,29,20.597946062901585,4.323193831301966,11.887656896670292,1
Suburb,Rural Route,14,24,31.76700093659377,0.5677753171247119,11.768782987716373,0
Rural Route,Rural Route,15,78,21.82095595894848,4.695267512624209,12.09348217120708,0
Highway,Rural Route,3,86,44.558964369948455,4.804171605468248,8.816139418998297,1
Suburb,Highway,20,60,24.387322831953444,1.1392404927674893,14.563804311621265,1
Rural Route,Suburb,5,85,32.697789404348995,0.19828466719476567,9.796956398116183,0
City Center,Suburb,0,71,17.539135635096926,2.593345447707919,15.3184163977608,0
Suburb,City Center,3,94,22.107296084183385,0.8217454236969226,9.025586715860118,1
Highway,Suburb,10,46,26.418707774290247,3.1688030831071585,12.146441152272454,0
City Center,City Center,11,15,28.078064585453063,0.35751252141326056,10.500466878602067,0
City Center,Highway,4,80,19.61009063613975,1.5509504874959568,10.802935534760502,1
City Center,Rural Route,22,35,20.027443896919475,1.4188528641801277,4.989947158341602,1
Suburb,Rural Route,20,17,25.019197580405,0.21142002138067614,7.050400069296877,0
Highway,Rural Route,15,82,25.012631221502065,0.9030164984742026,14.52986558698952,1
City Center,Suburb,12,13,9.749416024109605,0.17712766491611306,6.133542874654482,0
Rural Route,City Center,12,30,22.24961151682737,1.250006494150211,12.676091404969378,0
City Center,City Center,16,40,23.2077392669841,3.701803502831746,17.799937627732454,0
City Center,Highway,6,30,10.236818426968451,0.6299825637268486,11.659032139452014,0
Suburb,Suburb,7,34,29.059268329086947,2.895165297320641,16.380243586333773,0
Suburb,Highway,12,24,24.12744623221957,0.40527894707717627,12.07633815857004,0
Highway,City Center,22,44,43.30649313469143,2.2400902443000317,10.788571905998062,1
Rural Route,City Center,15,58,19.739864875956158,4.9428928906474425,11.123935500742133,0
Suburb,Rural Route,3,52,31.36111084032715,0.7829116407633621,9.467866720511779,0
City Center,Suburb,7,50,25.391255715308866,4.613419938996352,9.375673797854034,0
Highway,City Center,15,46,39.214395265532865,1.4080964695814242,8.424517544599412,0
City Center,Rural Route,20,66,10.300192425643944,0.7619502999035557,11.269592523575527,0
City Center,Suburb,9,51,15.046859951998758,4.536526471474537,16.601155485719985,0
Suburb,Highway,11,56,10.642925485307488,0.06512338235142633,14.273417886296492,0
Highway,Suburb,11,70,19.220823947601403,0.056837738046722215,10.614625469376117,0
Rural Route,Suburb,4,23,8.752756917924984,1.8317296661954965,11.842629082471277,0
Rural Route,City Center,15,77,4.739160927447871,3.1866441197209814,9.743819018161037,0
Suburb,City Center,0,62,-1.3342350321877205,2.784997597299663,14.264381148180343,0
Suburb,Suburb,8,93,-1.9746960899671784,0.1656102966653297,5.103106235968996,0
Highway,City Center,11,43,26.563916905621475,6.001537612579185,15.791779233081588,1
Rural Route,City Center,4,85,15.44561750327263,2.428474189010957,8.364255432443407,1
Rural Route,City Center,21,33,7.662479391047363,5.956258390819794,8.847852274816841,0
Rural Route,Rural Route,19,29,13.40920368287731,0.798263688182216,6.3318338878997515,0
City Center,Rural Route,21,78,14.72097052960855,2.3679425373052236,10.464253917305227,0
Rural Route,Suburb,23,39,10.353997898427822,3.931350857452018,7.957412227135213,0
City Center,City Center,2,97,36.05550494237272,0.9575696568342116,13.4904582385183,1
Highway,Rural Route,4,16,34.16828902814273,6.696825769148934,12.02539461495343,2
City Center,Suburb,1,45,35.8848984861194,0.6157499439083752,7.919042970625216,0
Highway,City Center,13,47,21.791963876881116,0.7584652932060048,7.369143186824724,0
Rural Route,Highway,1,89,22.804644869391698,5.059688619781544,8.074081133266631,2
Rural Route,City Center,12,61,13.47385942615033,6.990559899758456,7.163048046179988,0
Highway,City Center,6,24,11.52928893771277,0.6714930952487768,9.16135309855166,0
Suburb,Rural Route,9,55,20.21725581754205,0.2932680937545236,7.477842772076474,0
Highway,Suburb,12,32,26.52356025146685,2.8463765754755648,13.504812758351969,0
Suburb,Suburb,15,21,31.957681518593972,5.308979047904445,8.504955150198352,0
City Center,Rural Route,13,53,14.540108569329895,1.8361528690945235,11.727105174834506,0
City Center,City Center,10,24,7.472661512296206,2.013081719955281,11.75175509769868,0
City Center,Highway,9,58,27.33984986566273,2.878912140213134,4.440661906638583,2
Rural Route,City Center,5,30,1.818564484707892,0.332309459306173,12.14034445274419,0
City Center,City Center,3,24,19.60789431011394,7.25887503415564,4.879360272099667,2
Suburb,Highway,20,23,20.89304625813377,0.9061495006309357,7.498477988849725,0
City Center,Rural Route,0,51,16.212121987660822,1.9790158799026865,12.00209862659594,1
Highway,Suburb,6,89,4.547548914904375,1.2645407876677162,10.374510423122004,1
Highway,Rural Route,23,24,16.343889909787826,1.2629040700906005,8.978674665672566,1
Rural Route,Rural Route,8,72,36.42542451001618,2.426325620871255,4.651066426698848,1
Highway,City Center,7,77,25.91721601366416,10.465920438248245,12.893915861604851,1
Suburb,Suburb,4,36,31.61714602029519,2.1520966635080065,11.302297565680053,0
City Center,Suburb,18,96,7.827981728177427,3.1603323957357357,7.430614579252947,1
Rural Route,Rural Route,9,62,22.557079322773184,0.056009099396356725,7.1153789691186375,0
City Center,Highway,10,61,20.88340351699563,3.325966102377206,13.080648658425352,0
City Center,Rural Route,14,72,21.07705451303124,0.7132809798311214,10.901212775148185,0
Suburb,Highway,5,82,25.558459327454802,0.2709565045608641,5.919102260439928,0
Highway,Suburb,14,62,21.473225009565805,0.24057402824830812,7.8088065207671455,1
Highway,Rural Route,4,66,8.105409265005763,2.2780863079389095,15.87187377209687,1
City Center,City Center,18,61,26.132540489853973,12.078652558869306,13.006713291798487,0
Rural Route,Rural Route,21,52,28.408842797305155,2.1943971670779354,10.00171382567541,0
Highway,Suburb,18,16,33.19478970626439,0.6085666274954978,10.067112755318817,0
Rural Route,City Center,9,51,33.63652843917599,0.4545691545861737,3.473857271272208,1
Highway,City Center,11,13,24.764330668573905,1.4929149070186383,13.919873341059276,0
Rural Route,Highway,21,78,8.571628919027635,0.13450156393584048,8.645743768643065,1
Suburb,City Center,3,14,4.706161657854036,1.0194219335445867,7.5739955590434445,0
Rural Route,City Center,17,84,17.7290639355996,2.19463567769451,12.2499185400114,0
Suburb,Rural Route,15,89,29.194709745270124,6.863041597258422,8.11013907491811,0
Suburb,Suburb,7,50,28.550350681975697,1.1090446307915596,4.531102220021128,1
Rural Route,Highway,3,13,22.739992622631792,0.4468470320196028,11.229428336213264,1
Suburb,Rural Route,22,11,19.63440761208782,3.4005028718369794,5.45361320330359,0
City Center,City Center,11,76,39.0373522419968,2.7267150647495177,9.823615481334222,0
Suburb,City Center,1,30,25.74031875881135,3.9280000115253872,10.95282661523849,0
Highway,Highway,3,79,19.127269231071715,0.48342663302892314,9.166479506131973,1
Rural Route,Suburb,4,52,13.54558976333638,1.0378237788318974,9.179898415672204,0
City Center,Highway,2,91,9.913946822907661,7.985862928841522,14.652770967421468,2
Rural Route,Rural Route,8,78,8.929359854098555,0.34405105404001646,14.695895900709225,0
Highway,Highway,20,18,9.915065771826283,2.226137477771477,7.247378650790578,0
Highway,City Center,17,93,22.809521132587626,0.5414780703584248,8.215730248815754,1
Highway,Rural Route,10,37,19.819303394691243,1.3869304874035053,8.380397709123445,0
Suburb,City Center,2,35,16.74085237709541,3.2239787873483663,9.905682922606239,0
Suburb,Suburb,22,91,27.364779351019564,1.3411518868688357,9.754052086842831,0
Rural Route,City Center,1,92,38.09174934172492,3.274457997126297,15.1512479684295,1
Rural Route,City Center,8,12,11.766530637119999,1.1114190237925805,9.443403817645908,0
City Center,Highway,13,82,13.25713956781414,14.68611175361419,6.90920360495957,1
City Center,City Center,3,58,-2.170523917134606,1.1447930491896847,8.235952938792739,1
Rural Route,Rural Route,8,26,19.736691645302976,0.32357834140907576,11.120140704766927,0
Suburb,Rural Route,12,72,18.723794315732462,1.0278926951570004,9.228626170620284,0
Highway,Suburb,17,64,28.927902452143936,2.71419501295845,10.940814193547336,0
Rural Route,Rural Route,14,32,19.1318727603935,3.766930707046584,9.267475098262413,0
City Center,Highway,9,43,14.118907022044986,1.2327549049877031,12.17439353622431,0
Suburb,Suburb,15,78,21.926857423050873,1.8051545899889343,9.735203757396764,0
Rural Route,Rural Route,11,24,25.57068359141653,3.727242347248432,6.350790233181078,0
Rural Route,Highway,19,56,3.8227094087516456,3.3591433689833354,8.959437432821826,0
Suburb,Rural Route,4,12,30.068909907320478,2.144275146681165,16.634217593053155,0
Rural Route,Rural Route,1,92,33.063027867151185,3.3750919482029054,13.708674243372139,1
Suburb,City Center,9,37,25.47455140979926,1.715622740702764,6.514996175372848,0
Highway,Rural Route,0,12,10.654449397180793,0.009318010509785108,15.335177768982895,0
